step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.29092,0.82643,0.37399,0.12232,-0.72796,-0.69301,1.0,0.72735
2,5,-0.38092,0.75143,0.33399,0.11732,1.0,-0.69801,0.96,0.65235
3,6,-0.45592,0.66143,0.25899,0.07732,0.995,1.0,0.955,0.61235
4,1,1.0,0.65643,0.21899,0.00232,0.905,0.925,0.915,0.60735
5,,0.95,0.60643,0.16899,-0.04768,0.855,0.875,0.865,0.55735
6,4,0.875,0.56643,0.16399,1.0,0.85,0.835,0.79,0.46735
7,,0.825,0.51643,0.11399,0.95,0.8,0.785,0.74,0.41735
8,,0.775,0.46643,0.06399,0.9,0.75,0.735,0.69,0.36735
9,,0.725,0.41643,0.01399,0.85,0.7,0.685,0.64,0.31735
10,,0.675,0.36643,-0.03601,0.8,0.65,0.635,0.59,0.26735
11,3,0.635,0.36143,1.0,0.795,0.61,0.56,0.5,0.19235
12,,0.585,0.31143,0.95,0.745,0.56,0.51,0.45,0.14235
13,,0.535,0.26143,0.9,0.695,0.51,0.46,0.4,0.09235
14,,0.485,0.21143,0.85,0.645,0.46,0.41,0.35,0.04235
15,,0.435,0.16143,0.8,0.595,0.41,0.36,0.3,-0.00765
16,8,0.43,0.12143,0.725,0.505,0.335,0.32,0.295,1.0
17,,0.38,0.07143,0.675,0.455,0.285,0.27,0.245,0.95
18,,0.33,0.02143,0.625,0.405,0.235,0.22,0.195,0.9
19,,0.28,-0.02857,0.575,0.355,0.185,0.17,0.145,0.85
20,2,0.275,1.0,0.57,0.315,0.11,0.08,0.07,0.81
21,,0.225,0.95,0.52,0.265,0.06,0.03,0.02,0.76
22,,0.175,0.9,0.47,0.215,0.01,-0.02,-0.03,0.71
23,7,0.135,0.825,0.38,0.14,-0.03,-0.025,1.0,0.705
24,5,0.045,0.75,0.34,0.135,1.0,-0.03,0.96,0.63
25,6,-0.03,0.66,0.265,0.095,0.995,1.0,0.955,0.59
26,1,1.0,0.655,0.225,0.02,0.905,0.925,0.915,0.585
27,,0.95,0.605,0.175,-0.03,0.855,0.875,0.865,0.535
28,4,0.875,0.565,0.17,1.0,0.85,0.835,0.79,0.445
29,,0.825,0.515,0.12,0.95,0.8,0.785,0.74,0.395
30,,0.775,0.465,0.07,0.9,0.75,0.735,0.69,0.345
31,,0.725,0.415,0.02,0.85,0.7,0.685,0.64,0.295
32,,0.675,0.365,-0.03,0.8,0.65,0.635,0.59,0.245
33,3,0.635,0.36,1.0,0.795,0.61,0.56,0.5,0.17
34,,0.585,0.31,0.95,0.745,0.56,0.51,0.45,0.12
35,,0.535,0.26,0.9,0.695,0.51,0.46,0.4,0.07
36,,0.485,0.21,0.85,0.645,0.46,0.41,0.35,0.02
37,,0.435,0.16,0.8,0.595,0.41,0.36,0.3,-0.03
38,8,0.43,0.12,0.725,0.505,0.335,0.32,0.295,1.0
39,,0.38,0.07,0.675,0.455,0.285,0.27,0.245,0.95
40,,0.33,0.02,0.625,0.405,0.235,0.22,0.195,0.9
41,,0.28,-0.03,0.575,0.355,0.185,0.17,0.145,0.85
42,2,0.275,1.0,0.57,0.315,0.11,0.08,0.07,0.81
43,,0.225,0.95,0.52,0.265,0.06,0.03,0.02,0.76
44,,0.175,0.9,0.47,0.215,0.01,-0.02,-0.03,0.71
45,7,0.135,0.825,0.38,0.14,-0.03,-0.025,1.0,0.705
46,5,0.045,0.75,0.34,0.135,1.0,-0.03,0.96,0.63
47,6,-0.03,0.66,0.265,0.095,0.995,1.0,0.955,0.59
48,1,1.0,0.655,0.225,0.02,0.905,0.925,0.915,0.585
49,,0.95,0.605,0.175,-0.03,0.855,0.875,0.865,0.535
50,4,0.875,0.565,0.17,1.0,0.85,0.835,0.79,0.445
51,,0.825,0.515,0.12,0.95,0.8,0.785,0.74,0.395
52,,0.775,0.465,0.07,0.9,0.75,0.735,0.69,0.345
53,,0.725,0.415,0.02,0.85,0.7,0.685,0.64,0.295
54,,0.675,0.365,-0.03,0.8,0.65,0.635,0.59,0.245
55,3,0.635,0.36,1.0,0.795,0.61,0.56,0.5,0.17
56,,0.585,0.31,0.95,0.745,0.56,0.51,0.45,0.12
57,,0.535,0.26,0.9,0.695,0.51,0.46,0.4,0.07
58,,0.485,0.21,0.85,0.645,0.46,0.41,0.35,0.02
59,,0.435,0.16,0.8,0.595,0.41,0.36,0.3,-0.03
60,8,0.43,0.12,0.725,0.505,0.335,0.32,0.295,1.0
61,,0.38,0.07,0.675,0.455,0.285,0.27,0.245,0.95
